movieInfo,title,star,quote
"
                            导演: 杨·塞谬尔 Yann Samuell   主演: 吉约姆·卡内 Guillaume Canet / 玛...;
                            2003 / 法国 比利时 / 喜剧 剧情 爱情
                        ;
                                ;
                            ",两小无猜 / Jeux d'enfants / 敢爱就来  /  宝贝游戏,8.2,"Love me, if you dare. "
"
                            导演: Steven Spielberg   主演: Henry Thomas / Dee Wallace / Robert MacNa...;
                            1982 / 美国 / 剧情 科幻 奇幻 冒险
                        ;
                                ;
                            ",E.T. 外星人 / E.T.: The Extra-Terrestrial / 外星人E.T.  /  外星人,8.5,生病的E.T.皮肤的颜色就像柿子饼。
"
                            导演: 理查德·沙因克曼 Richard Schenkman   主演: 大卫·李·史密斯 David ...;
                            2007 / 美国 / 剧情 科幻
                        ;
                                ;
                            ",这个男人来自地球 / The Man from Earth / 地球不死人(港)  /  这个人来自洞穴,8.5,科幻真正的魅力不是视觉效果能取代的。 
"
                            导演: 王家卫 Kar Wai Wong   主演: 张国荣 Leslie Cheung / 张曼玉 Maggie C...;
                            1990 / 香港 / 犯罪 剧情 爱情
                        ;
                                ;
                            ",阿飞正传 / 阿飛正傳 / Days of Being Wild,8.5,王家卫是一种风格，张国荣是一个代表。
"
                            导演: 约翰·卡尼 John Carney   主演: 格伦·汉塞德 Glen Hansard / 玛可塔...;
                            2006 / 爱尔兰 / 剧情 音乐 爱情
                        ;
                                ;
                            ",曾经 / Once / 一奏倾情(港)  /  曾经。爱是唯一(台),8.4,有些幸福无关爱情。
"
                            导演: 王家卫 Kar Wai Wong   主演: 梁朝伟 Tony Leung Chiu Wai / 张曼玉 Ma...;
                            2000 / 香港 法国 / 剧情 爱情
                        ;
                                ;
                            ",花样年华 / 花樣年華 / In the Mood for Love,8.3,偷情本没有这样美。
"
                            导演: 李力持   主演: 周星驰 / 巩俐 / 陈百祥;
                            1993 / 香港 / 喜剧 爱情 古装
                        ;
                                ;
                            ",唐伯虎点秋香 / Flirting Scholar,8.3,华太师是黄霑，吴镇宇四大才子之一。
"
                            导演: Jamie Uys   主演: Marius Weyers / Sandra Prinsloo / N!xau;
                            1980 / 博茨瓦纳 南非 / 喜剧
                        ;
                                ;
                            ",上帝也疯狂 / The Gods Must Be Crazy / 众神也疯狂 (上)  /  上帝一定发疯了 (上),8.6,纯净原始的笑与感动。
"
                            导演: 理查德·柯蒂斯 Richard Curtis   主演: 多姆纳尔·格利森 Domhnall Gl...;
                            2013 / 英国 / 剧情 爱情 奇幻
                        ;
                                ;
                            ",时空恋旅人 / About Time / 时空旅恋人  /  回到最爱的一天(港),8.6,把每天当作最后一天般珍惜度过，积极拥抱生活，就是幸福。
"
                            导演: 宫崎骏 Hayao Miyazaki   主演: 高山南 / 佐久间玲 / 山口胜平;
                            1989 / 日本 / 动画 奇幻 冒险
                        ;
                                ;
                            ",魔女宅急便 / 魔女の宅急便 / 小魔女限时专送  /  Kiki's Delivery Service,8.4,宫崎骏的电影总让人感觉世界是美好的，阳光明媚的。
"
                            导演: 周星驰 Stephen Chow / 李力持 Lik-Chi Lee   主演: 周星驰 Stephen Ch...;
                            1999 / 香港 / 喜剧 剧情 爱情
                        ;
                                ;
                            ",喜剧之王 / 喜劇之王 / King of Comedy,8.3,我是一个演员。
"
                            导演: 李廷香 Jeong-hyang Lee   主演: 金艺芬 Eul-boon Kim / 俞承豪 Seung-...;
                            2002 / 韩国 / 剧情 儿童 家庭
                        ;
                                ;
                            ",爱·回家 / 집으로... / 外婆的家  /  回家路上,9.1,献给所有外婆的电影。
"
                            导演: 布莱恩·辛格 Bryan Singer   主演: Kevin Spacey / Stephen Baldwin /...;
                            1995 / 德国 美国 / 剧情 犯罪 悬疑 惊悚
                        ;
                                ;
                            ",非常嫌疑犯 / The Usual Suspects / 刺激惊爆点(台)  /  普通嫌疑犯,8.6,我不信仰上帝，但我敬畏上帝。
"
                            导演: Alfred Hitchcock   主演: Janet Leigh / Anthony Perkins / Vera Miles;
                            1960 / 美国 / 悬疑 恐怖
                        ;
                                ;
                            ",惊魂记 / Psycho / 精神病患者  /  触目惊心,8.8,故事的反转与反转，分裂电影的始祖。
"
                            导演: 詹姆斯·卡梅隆 James Cameron   主演: 阿诺·施瓦辛格 Arnold Schwarz...;
                            1991 / 美国 法国 / 动作 科幻
                        ;
                                ;
                            ",终结者2 / Terminator 2: Judgment Day / 终结者2：审判日  /  终结者2：末日审判,8.5,少见的超越首部的续集，动作片中的经典。
"
                            导演: Stanley Kubrick   主演: Malcolm McDowell / Patrick Magee / Michael...;
                            1971 / 英国 美国 / 犯罪 剧情 科幻
                        ;
                                ;
                            ",发条橙 / A Clockwork Orange / 发条桔子  /  发条橙子,8.4,我完全康复了。
"
                            导演: 易智言 Chih-yen Yee   主演: 桂纶镁 Lunmei Kwai / 陈柏霖 Bo-lin Che...;
                            2002 / 台湾 法国 / 剧情 爱情 同性
                        ;
                                ;
                            ",蓝色大门 / 藍色大門 / Blue Gate Crossing  /  蓝色大门,8.3,青春的窃窃私语。 
"
                            导演: Chukiat Sakveerakul   主演: Witwisit Hiranyawongkul / Mario Maurer...;
                            2007 / 泰国 / 剧情 爱情 同性 家庭
                        ;
                                ;
                            ",爱在暹罗 / รักแห่งสยาม / 暹罗之恋  /  爱在暹罗广场,8.3,把爱放在心底，有爱就有希望。
"
                            导演: 菲利普·穆伊尔 Philippe Muyl   主演: 米歇尔·塞罗 Michel Serrault ...;
                            2002 / 法国 / 剧情 儿童 喜剧
                        ;
                                ;
                            ",蝴蝶 / Le Papillon / The Butterfly  /  蝴蝶,8.6,我们长途跋涉寻找的东西，有可能一直就在身边。 
"
                            导演: 克里斯托弗·史密斯 Christopher Smith   主演: 梅利莎·乔治 Melissa ...;
                            2009 / 英国 澳大利亚 / 剧情 悬疑 惊悚
                        ;
                                ;
                            ",恐怖游轮 / Triangle / 汪洋血迷宮(台)  /  轮回三角,8.3,不要企图在重复中寻找已经失去的爱。
"
                            导演: Laurent Tirard   主演: 马克西姆·戈达尔 Maxime Godart / 瓦莱丽·勒...;
                            2009 / 法国 比利时 / 儿童 喜剧 家庭
                        ;
                                ;
                            ",巴黎淘气帮 / Le petit Nicolas / 小淘气尼古拉(台)  /  反斗小尼哥(港),8.6,四百击的反面。
"
                            导演: Seijirô Kôyama   主演: 山本圭 Kei Yamamoto / 井川比佐志 Hisa...;
                            1987 / 日本 / 剧情
                        ;
                                ;
                            ",忠犬八公物语 / ハチ公物語 / 八千公物语  /  阿八的故事,9.0,养狗三日，便会对你终其一生。
"
                            导演: Puttipong Promsaka Na Sakolnakorn / Wasin pokpong   主演: 马里奥·...;
                            2010 / 泰国 / 喜剧 爱情
                        ;
                                ;
                            ",初恋这件小事 / สิ่งเล็กเล็กที่เรียกว่า...รัก / 初恋那件小事(港)  /  暗恋那点小事,8.3,黑小鸭速效美白记。
"
                            导演: 严定宪 Dingxian Yan / 王树忱 Shuchen Wang   主演: 梁正晖 / 邱岳峰 ...;
                            1979 / 中国 / 冒险 动画 奇幻
                        ;
                                ;
                            ",哪吒闹海 / Prince Nezha's Triumph Against Dragon King  /  Nezha nao hai,8.8,想你时你在闹海。
"
                            导演: 大卫·芬奇 David Fincher   主演: 本·阿弗莱克 Ben Affleck / 罗莎蒙...;
                            2014 / 美国 / 剧情 犯罪 悬疑 惊悚
                        ",消失的爱人 / Gone Girl / 失踪的女孩  /  失踪女孩,8.7,
"
                            导演: 袁建滔 Toe Yuen   主演: 李晋纬 / 林海峰 Jan Lamb / 吴君如 Sandra Ng;
                            2001 / 香港 / 剧情 喜剧 动画
                        ;
                                ;
                            ",麦兜故事 / 麥兜故事 / 麦兜的故事  /  My Life as McDull,8.5,麦兜是一只很哲学的猪。 
"
                            导演: Kevin Costner   主演: Kevin Costner / Mary McDonnell / Graham Greene;
                            1990 / 美国 / 冒险 剧情 西部
                        ;
                                ;
                            ",与狼共舞 / Dances with Wolves / 与狼共舞,8.9,充满诗意与情怀的史诗作品。 
"
                            导演: 尼尔·乔丹 Neil Jordan   主演: 布拉德·皮特 Brad Pitt / 汤姆·克鲁...;
                            1994 / 美国 / 剧情 奇幻 惊悚
                        ;
                                ;
                            ",夜访吸血鬼 / Interview with the Vampire: The Vampire Chronicles / 吸血迷情,8.3,弥漫淡淡血腥气的优雅。
"
                            导演: 约翰·卡尼 John Carney   主演: 凯拉·奈特莉 Keira Knightley / 马克...;
                            2013 / 美国 / 喜剧 爱情 音乐
                        ;
                                ;
                            ",再次出发之纽约遇见你 / Begin Again / 再次出发  /  歌曲改变人生,8.5,爱我就给我看你的播放列表。
"
                            导演: Walter Salles   主演: Fernanda Montenegro / Marília Pêra / Viní...;
                            1998 / 巴西 法国 / 剧情
                        ;
                                ;
                            ",中央车站 / Central do Brasil / 千年等一天  /  Central Station,8.7,心灵救赎。
"
                            导演: 加文·欧康诺 Gavin O'Connor   主演: 汤姆·哈迪 Tom Hardy / 乔尔·...;
                            2011 / 美国 / 剧情 运动 家庭
                        ;
                                ;
                            ",勇士 / Warrior / 勇者无敌(台)  /  钢铁斗士(港),8.9,热血沸腾，相当完美的娱乐拳击大餐。
"
                            导演: 雷德利·斯科特 Ridley Scott   主演: 吉娜·戴维斯 Geena Davis / 苏...;
                            1991 / 美国 法国 / 犯罪 剧情 惊悚
                        ;
                                ;
                            ",末路狂花 / Thelma & Louise / 塞尔玛与路易丝  /  末路狂花,8.6,没有了退路，只好飞向自由。
"
                            导演: 邓肯·琼斯 Duncan Jones   主演: 杰克·吉伦哈尔 Jake Gyllenhaal / ...;
                            2011 / 美国 加拿大 / 剧情 动作 科幻 犯罪 惊悚
                        ;
                                ;
                            ",源代码 / Source Code / 启动原始码(台)  /  危机解密(港),8.3,邓肯·琼斯继《月球》之后再度奉献出一部精彩绝伦的科幻佳作。
"
                            导演: 萨姆·门德斯 Sam Mendes   主演: 凯文·史佩西 Kevin Spacey / 安妮特...;
                            1999 / 美国 / 剧情 家庭
                        ;
                                ;
                            ",美国丽人 / American Beauty / 美丽有罪(港)  /  美国心·玫瑰情(台),8.4,每个人的内心都是深不可测的大海。 
"
                            导演: 米歇尔·冈瑞 Michel Gondry   主演: 金·凯瑞 Jim Carrey / 凯特·温...;
                            2004 / 美国 / 剧情 爱情 奇幻
                        ;
                                ;
                            ",暖暖内含光 / Eternal Sunshine of the Spotless Mind / 美丽心灵的永恒阳光  /  无痛失恋(港),8.4,恋爱是一次神经的冒险。就算失去记忆，也会爱上你。
"
                            导演: Andy Wachowski / Larry Wachowski   主演: Keanu Reeves / Laurence F...;
                            2003 / 美国 澳大利亚 / 动作 科幻
                        ;
                                ;
                            ",黑客帝国3：矩阵革命 / The Matrix Revolutions / 骇客任务完结篇：最后战役  /  廿二世纪杀人网络3：惊变世纪,8.4,不得不说，《黑客帝国》系列是商业片与科幻、哲学完美结合的典范。
"
                            导演: 李惠民 Raymond Lee   主演: 张曼玉 Maggie Cheung / 林青霞 Brigitte ...;
                            1992 / 香港 中国大陆 / 剧情 动作 武侠 古装
                        ;
                                ;
                            ",新龙门客栈 / 新龍門客棧 / New Dragon Gate Inn,8.4,嬉笑怒骂，调风动月。
"
                            导演: Sergio Leone   主演: Clint Eastwood / Eli Wallach / Lee Van Cleef;
                            1966 / 意大利 西班牙 西德 / 冒险 西部
                        ;
                                ;
                            ","黄金三镖客 / Il buono, il brutto, il cattivo. / 好·坏·丑  /  独行侠决斗地狱门(港)",9.1,最棒的西部片。
"
                            导演: 罗伯·莱纳 Rob Reiner   主演: 杰克·尼科尔森 Jack Nicholson / 摩根...;
                            2007 / 美国 / 冒险 喜剧 剧情
                        ;
                                ;
                            ",遗愿清单 / The Bucket List / 玩转身前事(港)  /  一路玩到挂(台),8.5,用剩余不多的时间，去燃烧整个生命。
"
                            导演: 弗兰克·米勒 Frank Miller / 罗伯特·罗德里格兹 Robert Rodriguez   ...;
                            2005 / 美国 / 动作 犯罪 惊悚
                        ;
                                ;
                            ",罪恶之城 / Sin City / 罪恶城  /  万恶城市,8.4,权力不是来自枪和子弹，权力来自谎言。
"
                            导演: 克里斯托弗·诺兰 Christopher Nolan   主演: 克里斯蒂安·贝尔 Christ...;
                            2012 / 美国 英国 / 剧情 动作 科幻 犯罪 惊悚
                        ;
                                ;
                            ",蝙蝠侠：黑暗骑士崛起 / The Dark Knight Rises / 蝙蝠侠前传3：黑暗骑士崛起  /  黑暗骑士：黎明升起(台),8.5,诺兰就是保证。
"
                            导演: 徐克 Hark Tsui   主演: 张曼玉 Maggie Cheung / 王祖贤 Joey Wang / ...;
                            1993 / 香港 / 剧情 奇幻 古装
                        ;
                                ;
                            ",青蛇 / Green Snake,8.3,人生如此，浮生如斯。谁人言，花彼岸，此生情长意短。谁都是不懂爱的罢了。
"
                            导演: 盖·里奇 Guy Ritchie   主演: 布拉德·皮特 Brad Pitt / 本尼西奥·德...;
                            2000 / 英国 美国 / 喜剧 犯罪
                        ;
                                ;
                            ",偷拐抢骗 / Snatch / 边个够我姜(港)  /  掠夺,8.5,典型盖·里奇式的英国黑色幽默黑帮片。
"
                            导演: Quentin Tarantino   主演: 布拉德·皮特 Brad Pitt / 梅拉尼·罗兰 M...;
                            2009 / 美国 德国 / 剧情 犯罪
                        ;
                                ;
                            ",无耻混蛋 / Inglourious Basterds / 恶棍特工(台)  /  希魔撞正杀人狂(港),8.4,昆汀同学越来越变态了，比北野武还杜琪峰。
"
                            导演: Charles Chaplin   主演: 查理·卓别林 Charles Chaplin / 弗吉尼亚·...;
                            1931 / 美国 / 喜剧 剧情 爱情
                        ;
                                ;
                            ",城市之光 / City Lights / City Lights: A Comedy Romance in Pantomime  /  Lichter der Großstadt,9.2,永远的小人物，伟大的卓别林。
"
                            导演: Alan Parker   主演: 凯文·史派西 Kevin Spacey / 凯特·温丝莱特 Kat...;
                            2003 / 美国 德国 英国 / 剧情 犯罪 悬疑
                        ;
                                ;
                            ",大卫·戈尔的一生 / The Life of David Gale / 铁案悬谜  /  命悬一线,8.7,捍卫人权只是信仰，一点不妨碍其行为的残忍。
"
                            导演: 汤姆·霍珀 Tom Hooper   主演: 柯林·菲尔斯 Colin Firth / 杰弗里·...;
                            2010 / 英国 澳大利亚 美国 / 剧情 传记 历史
                        ;
                                ;
                            ",国王的演讲 / The King's Speech / 皇上无话儿(港)  /  王者之声：宣战时刻(台),8.3,皇上无话儿。
"
                            导演: 昆汀·塔伦蒂诺 Quentin Tarantino   主演: 杰米·福克斯 Jamie Foxx /...;
                            2012 / 美国 / 剧情 动作 西部 冒险
                        ;
                                ;
                            ",被解救的姜戈 / Django Unchained / 被解放的姜戈  /  决杀令(台),8.5,热血沸腾，那个低俗、性感的无耻混蛋又来了。
"
                            导演: 罗伯特·泽米吉斯 Robert Zemeckis   主演: 汤姆·汉克斯 Tom Hanks / ...;
                            2000 / 美国 / 冒险 剧情
                        ;
                                ;
                            ",荒岛余生 / Cast Away / 浩劫重生(台)  /  劫后重生(港),8.4,一个人的独角戏。
"
                            导演: 小津安二郎 Yasujirô Ozu   主演: 笠智众 Chishû Ryû / 原节...;
                            1953 / 日本 / 剧情 家庭
                        ;
                                ;
                            ",东京物语 / 東京物語 / 东京故事  /  Tokyo Story,9.1,东京那么大，如果有一天走失了，恐怕一辈子不能再相见。
"
                            导演: 瑞奇·莫尔 Rich Moore   主演: 简·林奇 Jane Lynch / 约翰·C·赖利 ...;
                            2012 / 美国 / 喜剧 动画 冒险
                        ;
                                ;
                            ",无敌破坏王 / Wreck-It Ralph / 破坏王拉尔夫  /  破坏王大冒险,8.7,迪士尼和皮克斯拿错剧本的产物。
"
                            导演: 让-马克·瓦雷 Jean-Marc Vallée   主演: 马修·麦康纳 Matthew McCon...;
                            2013 / 美国 / 剧情 传记 同性
                        ;
                                ;
                            ",达拉斯买家俱乐部 / Dallas Buyers Club / 续命枭雄(港)  /  药命俱乐部(台),8.6,Jared Leto的腿比女人还美！
"
                            导演: Edward Zwick   主演: Leonardo DiCaprio / Jennifer Connelly / Djimo...;
                            2006 / 美国 德国 / 剧情 惊悚 冒险
                        ;
                                ;
                            ",血钻 / Blood Diamond / 血腥钻石  /  滴血钻石,8.4,每个美丽事物背后都是滴血的现实。
"
                            导演: 崔洋一 Yoichi Sai   主演: 小林薰 / 椎名桔平 / 香川照之;
                            2004 / 日本 / 剧情
                        ;
                                ;
                            ",导盲犬小Q / クイール / 再见了！可鲁  /  Quill,8.4,宠物的意义在于化解人的孤独。
"
                            导演: 大卫·贾柏 David Gelb   主演: 小野二郎  Jiro Ono / 小野祯一 Yoshik...;
                            2011 / 美国 / 纪录片
                        ;
                                ;
                            ",寿司之神 / Jiro Dreams of Sushi / 次郎的寿司梦  /  梦见寿司的次郎,8.8,仪式主义的狂欢，偏执狂的完胜。
"
                            导演: 马俪文 Liwen Ma   主演: 宫哲 Zhe Gong / 金雅琴 Yaqin Jin / 罗忠学;
                            2005 / 中国大陆 / 剧情
                        ;
                                ;
                            ",我们俩 / Wo men lia  /  You and Me,8.6,想外婆了，有没有？！
"
                            导演: Ridley Scott   主演: Russell Crowe / Joaquin Phoenix / Connie Nielsen;
                            2000 / 英国 美国 / 剧情 动作 历史 冒险
                        ;
                                ;
                            ",角斗士 / Gladiator / 帝国骄雄(港)  /  神鬼战士(台),8.4,罗马斗兽场的鸦雀无声，久久停留在这样的肃穆中。
"
                            导演: Duncan Jones   主演: Sam Rockwell / Kevin Spacey / Dominique McEll...;
                            2009 / 英国 / 剧情 悬疑 科幻
                        ;
                                ;
                            ",月球 / Moon / 月劫余生(港)  /  寂寞月影,8.5,2009媲美《第九区》的又一部科幻神作。
"
                            导演: 今敏 Satoshi Kon   主演: 岩男润子 Junko Iwao / 松本梨香 Rica Matsu...;
                            1997 / 日本 / 动画 奇幻 惊悚
                        ;
                                ;
                            ",未麻的部屋 / Perfect Blue / 蓝色的恐惧  /  蓝色恐惧,8.7,好的剧本是，就算你猜到了结局也猜不到全部。
"
                            导演: 郭在容 Jae-young Kwak   主演: 孙艺珍 Ye-jin Son / 曹承佑 Seung-woo...;
                            2003 / 韩国 / 剧情 爱情
                        ;
                                ;
                            ",假如爱有天意 / 클래식 / 不可不信缘  /  缘起不灭,8.2,琼瑶阿姨在韩国的深刻版。
"
                            导演: 林诣彬 Justin Lin   主演: 范·迪塞尔 Vin Diesel / 保罗·沃克 Paul ...;
                            2011 / 美国 / 动作 犯罪 剧情 惊悚
                        ;
                                ;
                            ",速度与激情5 / Fast Five / 狂野时速5(港)  /  玩命关头5(台),8.4,爆米花动作电影新标杆。
"
                            导演: Clint Eastwood   主演: Clint Eastwood / Meryl Streep / Annie Corley;
                            1995 / 美国 / 剧情 爱情
                        ;
                                ;
                            ",廊桥遗梦 / The Bridges of Madison County / 麦迪逊之桥(港 / 台),8.5,这样确切的爱，一生只有一次。
"
                            导演: Stephen Daldry   主演: Jamie Bell / Julie Walters / Gary Lewis;
                            2000 / 英国 法国 / 剧情 儿童 歌舞 家庭
                        ;
                                ;
                            ",跳出我天地 / Billy Elliot / 舞动人生  /  芭蕾之梦,8.7,家人的爱，是自己所能拥有的最大的财富。
"
                            导演: Lasse Hallström   主演: Johnny Depp / Leonardo DiCaprio / Julie...;
                            1993 / 美国 / 剧情 爱情 家庭
                        ;
                                ;
                            ",不一样的天空 / What's Eating Gilbert Grape / 恋恋情深  /  什么吞噬着吉尔伯特·格雷普,8.6,生命有裂缝，阳光才照得进来。
"
                            导演: 安德鲁·尼科尔 Andrew Niccol   主演: 伊桑·霍克 Ethan Hawke / 乌玛...;
                            1997 / 美国 / 剧情 科幻
                        ;
                                ;
                            ",千钧一发 / Gattaca / 变种异煞  /  自然人,8.7,一部能引人思考的科幻励志片。
"
                            导演: 秋昌民 Chang-min Choo   主演: 宋在河 Jae-ho Song / 李顺载 Soon-jae...;
                            2011 / 韩国 / 剧情 爱情
                        ;
                                ;
                            ",我爱你 / 그대를 사랑합니다 / 爱你  /  Late Blossom,9.0,你要相信，这世上真的有爱存在，不管在什么年纪 
"
                            导演: 文森特·帕兰德 Vincent Paronnaud / 玛嘉·莎塔琵 Marjane Satrapi   ...;
                            2007 / 法国 美国 / 动画 传记 剧情 战争
                        ;
                                ;
                            ",我在伊朗长大 / Persepolis / 茉莉人生(台)  /  波斯波利斯,8.7,像自由一样美丽。 
"
                            导演: 科斯汀·谢里丹 Kirsten Sheridan   主演: 乔纳森·莱斯·梅耶斯 Jonat...;
                            2007 / 美国 / 剧情 音乐 爱情
                        ;
                                ;
                            ",八月迷情 / August Rush / 把爱找回来(台)  /  流浪乐手,8.4,音乐引人入胜。
"
                            导演: 宁浩 Hao Ning   主演: 郭涛 Tao Guo / 刘桦 Hua Liu / 连晋 Teddy Lin;
                            2006 / 中国大陆 香港 / 喜剧 犯罪
                        ;
                                ;
                            ",疯狂的石头 / Crazy Stone,8.2,中国版《两杆大烟枪》。
"
                            导演: 沃尔夫冈·贝克  Wolfgang Becker   主演: 丹尼尔·布鲁赫 Daniel Brü...;
                            2003 / 德国 / 剧情 家庭
                        ;
                                ;
                            ",再见列宁 / Good Bye Lenin! / 快乐的谎言(港)  /  再见，列宁！(台),8.7,一个伟大的谎言成就了一个伟大的理想。 
"
                            导演: 杨德昌 Edward Yang   主演: 张震 Chen Chang / 杨静怡 Lisa Yang / 张...;
                            1991 / 台湾 / 剧情 犯罪
                        ;
                                ;
                            ",牯岭街少年杀人事件 / 牯嶺街少年殺人事件 / A Brighter Summer Day,8.6,弱者送给弱者的一刀。
"
                            导演: 柯蒂斯·汉森 Curtis Hanson   主演: 凯文·史派西 Kevin Spacey / 罗...;
                            1997 / 美国 / 犯罪 剧情 悬疑 惊悚
                        ;
                                ;
                            ",洛城机密 / L.A. Confidential / 洛杉矶机密  /  铁面特警队,8.6,无可挑剔的经典警匪片。
"
                            导演: 雷德利·斯科特 Ridley Scott   主演: 乔什·哈奈特 Josh Hartnett / ...;
                            2002 / 美国 / 动作 历史 战争
                        ;
                                ;
                            ",黑鹰坠落 / Black Hawk Down / 黑鹰降落  /  黑鹰计划,8.4,还原真实而残酷的战争。
"
                            导演: Milos Forman   主演: Tom Hulce / F. Murray Abraham / Elizabeth Ber...;
                            1984 / 美国 / 传记 剧情 音乐
                        ;
                                ;
                            ",莫扎特传 / Amadeus / 上帝的宠儿  /  阿玛迪斯,8.6,上帝的宠儿。 
